# target qid ck12_retrieval_features_sum ck12_retrieval_features_max study_cards_retrieval_features_max study_cards_retrieval_features_sum 
1 qid:101280 1:4.557177782058716 2:1.1644338369369507 3:1.7656683921813965 4:7.708606600761414
2 qid:101280 1:7.824565887451172 2:1.889133095741272 3:3.817540168762207 4:15.94998049736023
1 qid:101280 1:6.418575763702393 2:1.7375272512435913 3:2.6767237186431885 4:11.628576755523682
1 qid:101281 1:2.1202564537525177 2:0.4498463273048401 3:1.168491244316101 4:4.708352863788605
1 qid:101281 1:2.3426866829395294 2:0.5728742480278015 3:0.7596809267997742 4:3.3534293174743652
1 qid:101281 1:2.576419413089752 2:0.546058177947998 3:0.721811056137085 4:3.2008537650108337
2 qid:101281 1:3.6379913091659546 2:1.0002760887145996 3:0.7871484756469727 4:3.743519902229309
1 qid:101282 1:3.411745071411133 2:0.7094719409942627 3:0.8415141701698303 4:3.7782153487205505
2 qid:101282 1:2.759930431842804 2:0.6804518699645996 3:1.1114330291748047 4:4.675990521907806
1 qid:101282 1:2.6183903217315674 2:0.7033103108406067 3:0.8794938325881958 4:3.915059506893158
1 qid:101282 1:3.2949740886688232 2:0.7080308794975281 3:0.841166079044342 4:3.8260740637779236
1 qid:101283 1:5.199300050735474 2:1.257693886756897 3:2.0483741760253906 4:9.136170029640198
1 qid:101283 1:4.49230021238327 2:1.0607577562332153 3:2.0022501945495605 4:8.678027510643005
1 qid:101283 1:4.30656099319458 2:0.9215943217277527 3:2.068382740020752 4:8.964655041694641
2 qid:101283 1:5.872802972793579 2:1.3672351837158203 3:2.7958431243896484 4:12.51366400718689
1 qid:101284 1:1.4549909085035324 2:0.35523098707199097 3:0.6426472663879395 4:2.268320322036743
1 qid:101284 1:1.2827236205339432 2:0.3171199560165405 3:0.5110402703285217 4:2.2816817462444305
1 qid:101284 1:1.7325513660907745 2:0.43385714292526245 3:0.7318581342697144 4:3.0556195974349976
2 qid:101284 1:1.7275493443012238 2:0.44114217162132263 3:0.6180791258811951 4:2.7674552500247955
1 qid:101285 1:5.343776822090149 2:1.451230764389038 3:4.114407539367676 4:9.697427749633789
1 qid:101285 1:4.738792359828949 2:1.107877492904663 3:4.319965362548828 4:9.681987762451172
2 qid:101285 1:7.804771304130554 2:1.7948260307312012 3:8.20572566986084 4:17.26461434364319
1 qid:101285 1:5.420585751533508 2:1.2672733068466187 3:5.26889181137085 4:11.808740019798279
1 qid:101286 1:1.0489191859960556 2:0.23881201446056366 3:2.1892106533050537 4:3.8323132395744324
2 qid:101286 1:0.8064694702625275 2:0.17549298703670502 3:4.40336799621582 4:6.213237017393112
1 qid:101286 1:0.8657704293727875 2:0.1979481279850006 3:1.5999135971069336 4:2.840856522321701
1 qid:101286 1:1.17544387280941 2:0.2565144896507263 3:1.7416698932647705 4:3.9105692505836487
1 qid:101287 1:1.9807676374912262 2:0.43988513946533203 3:0.5222518444061279 4:2.422401249408722
1 qid:101287 1:1.7998543679714203 2:0.4739347994327545 3:0.4383060932159424 4:1.7321823835372925
2 qid:101287 1:1.6928869783878326 2:0.39923104643821716 3:0.54106605052948 4:2.259369879961014
1 qid:101287 1:1.2486447244882584 2:0.3128601908683777 3:0.45029497146606445 4:1.9266822636127472
1 qid:101288 1:1.0550077706575394 2:0.2338983416557312 3:0.5308058261871338 4:1.9072440564632416
2 qid:101288 1:1.4145942628383636 2:0.30320167541503906 3:0.6967931985855103 4:3.2146605849266052
1 qid:101288 1:1.4710789620876312 2:0.38141703605651855 3:0.3972870707511902 4:1.889158844947815
1 qid:101288 1:1.5023297667503357 2:0.30578166246414185 3:0.7586495876312256 4:3.500035285949707
2 qid:101289 1:0.8872755169868469 2:0.19584092497825623 3:0.14497999846935272 4:0.6603316441178322
1 qid:101289 1:0.9608003944158554 2:0.2192668616771698 3:0.19326241314411163 4:0.8907307535409927
1 qid:101289 1:0.8880645185709 2:0.21314966678619385 3:0.28433093428611755 4:1.1140595376491547
1 qid:101289 1:1.006820097565651 2:0.23271405696868896 3:0.1795443445444107 4:0.8837621062994003
1 qid:101290 1:3.915686249732971 2:0.7873340249061584 3:2.0574750900268555 4:10.287375450134277
2 qid:101290 1:4.042571008205414 2:1.1149407625198364 3:4.24104642868042 4:13.990272521972656
1 qid:101290 1:3.2032224535942078 2:0.6934443712234497 3:2.0071709156036377 4:9.157942056655884
1 qid:101290 1:2.925945520401001 2:0.6867269277572632 3:1.9482381343841553 4:9.741190671920776
1 qid:101291 1:3.8494763374328613 2:0.9925447106361389 3:1.4469809532165527 4:4.0871941447258
1 qid:101291 1:3.2101617753505707 2:0.8174340128898621 3:1.447821021080017 4:4.12707182765007
2 qid:101291 1:3.8414061963558197 2:1.0260751247406006 3:1.4900729656219482 4:3.939111649990082
1 qid:101291 1:3.9727171063423157 2:1.0431163311004639 3:1.5050902366638184 4:4.251331686973572
1 qid:101292 1:3.3187958896160126 2:1.1915258169174194 3:1.5750623941421509 4:6.140078067779541
1 qid:101292 1:2.898062825202942 2:0.724967896938324 3:1.88447105884552 4:7.184283256530762
1 qid:101292 1:2.8802096247673035 2:0.6527128219604492 3:1.9295734167099 4:8.585958123207092
2 qid:101292 1:5.2433218359947205 2:1.3029184341430664 3:3.735536575317383 4:16.456591367721558
1 qid:101293 1:4.448850691318512 2:0.9756771326065063 3:5.352823257446289 4:10.365801811218262
1 qid:101293 1:4.803345620632172 2:1.1749454736709595 3:4.925084114074707 4:9.781310319900513
2 qid:101293 1:4.599814772605896 2:0.9917916655540466 3:6.758456230163574 4:12.069039225578308
1 qid:101293 1:4.6646992564201355 2:0.9664753079414368 3:5.321296215057373 4:10.304748892784119
1 qid:101294 1:3.3484166860580444 2:0.7974666953086853 3:1.3652456998825073 4:6.275813579559326
1 qid:101294 1:4.251499593257904 2:0.8878756761550903 3:1.5420008897781372 4:7.034109473228455
2 qid:101294 1:7.2669243812561035 2:1.800657868385315 3:3.594531536102295 4:17.20543074607849
1 qid:101294 1:7.179822325706482 2:1.610597848892212 3:2.5763590335845947 4:12.778639078140259
1 qid:101295 1:4.182323336601257 2:0.9758610725402832 3:1.5868319272994995 4:6.429706692695618
2 qid:101295 1:4.153444826602936 2:0.8662766814231873 3:1.5916059017181396 4:6.5008615255355835
1 qid:101295 1:4.432746052742004 2:1.0389423370361328 3:1.5738722085952759 4:6.377194762229919
1 qid:101295 1:4.052522778511047 2:0.8482324481010437 3:1.5530521869659424 4:6.45999538898468
1 qid:101296 1:2.2256793677806854 2:0.5427869558334351 3:3.0583274364471436 4:10.363971590995789
1 qid:101296 1:2.0380896031856537 2:0.475715696811676 3:2.6908645629882812 4:9.539185285568237
1 qid:101296 1:2.6361055970191956 2:0.611294150352478 3:3.5991082191467285 4:10.92170798778534
2 qid:101296 1:2.5492941439151764 2:0.6004942655563354 3:5.322101593017578 4:14.37092661857605
1 qid:101297 1:1.8916150033473969 2:0.45114824175834656 3:0.9224239587783813 4:4.612119793891907
2 qid:101297 1:1.9923010170459747 2:0.4800771474838257 3:0.9175158739089966 4:4.540071427822113
1 qid:101297 1:1.7354598343372345 2:0.37614676356315613 3:0.7520656585693359 4:3.7603282928466797
1 qid:101297 1:1.7353958189487457 2:0.3701412081718445 3:0.7540876269340515 4:3.7704381346702576
1 qid:101298 1:2.309201806783676 2:0.4950372278690338 3:0.6946579813957214 4:3.0672135949134827
1 qid:101298 1:2.0222156643867493 2:0.42304059863090515 3:0.6795681715011597 4:2.832093834877014
2 qid:101298 1:2.551744043827057 2:0.5687246918678284 3:0.8646277189254761 4:3.513323485851288
1 qid:101298 1:2.4119963943958282 2:0.5320479273796082 3:0.8076111674308777 4:3.05889493227005
2 qid:101299 1:2.2391226291656494 2:0.6833369731903076 3:0.5921850204467773 4:2.812411308288574
1 qid:101299 1:1.732702910900116 2:0.4421285092830658 3:0.5816731452941895 4:2.612170994281769
1 qid:101299 1:1.793672263622284 2:0.4533325731754303 3:0.5923486948013306 4:2.660112738609314
1 qid:101299 1:1.6631620228290558 2:0.44076284766197205 3:0.5806069374084473 4:2.627405524253845
1 qid:101300 1:2.9833648204803467 2:0.6757245063781738 3:1.157641053199768 4:4.8964091539382935
2 qid:101300 1:2.4561351239681244 2:0.6442120671272278 3:1.0690326690673828 4:4.41525274515152
1 qid:101300 1:2.3664509654045105 2:0.5398813486099243 3:0.9066898226737976 4:4.111404061317444
1 qid:101300 1:2.5259944796562195 2:0.5839227437973022 3:1.0509493350982666 4:4.6836878657341
1 qid:101301 1:1.2965075373649597 2:0.2873583436012268 3:0.9356476068496704 4:3.3213918209075928
1 qid:101301 1:1.3414393365383148 2:0.27926433086395264 3:0.927372932434082 4:3.288320004940033
2 qid:101301 1:0.9894009530544281 2:0.2608252763748169 3:0.8782376646995544 4:3.465972602367401
1 qid:101301 1:0.891302078962326 2:0.18970437347888947 3:0.8529348373413086 4:2.9330556988716125
1 qid:101302 1:3.175140857696533 2:0.7178544998168945 3:3.340837240219116 4:8.03452181816101
2 qid:101302 1:3.146350145339966 2:0.6475152373313904 3:4.545528411865234 4:9.228403687477112
1 qid:101302 1:3.330628216266632 2:0.7676063776016235 3:3.4355416297912598 4:8.689311265945435
1 qid:101302 1:2.866804838180542 2:0.7785768508911133 3:3.2115697860717773 4:8.33002233505249
1 qid:101303 1:2.0298961400985718 2:0.4465193748474121 3:1.3680696487426758 4:3.5159614086151123
2 qid:101303 1:2.0447803735733032 2:0.4848063588142395 3:1.4628514051437378 4:3.624108135700226
1 qid:101303 1:1.8891499638557434 2:0.4133797287940979 3:0.9387528896331787 4:2.550655245780945
1 qid:101303 1:1.9436268508434296 2:0.4253002405166626 3:0.9704053997993469 4:2.6366572082042694
1 qid:101304 1:1.440390020608902 2:0.36556336283683777 3:0.5461938381195068 4:2.4998264610767365
1 qid:101304 1:1.8411484360694885 2:0.4522601068019867 3:0.6574354767799377 4:2.6253744661808014
2 qid:101304 1:1.284419298171997 2:0.3581388592720032 3:0.44129979610443115 4:1.9621025919914246
1 qid:101304 1:2.063569098711014 2:0.4899957776069641 3:0.7287587523460388 4:2.884893387556076
1 qid:101305 1:3.2513275742530823 2:0.8102461099624634 3:5.691060543060303 4:11.299773693084717
1 qid:101305 1:2.991304039955139 2:0.7207768559455872 3:5.072609901428223 4:10.09911298751831
1 qid:101305 1:3.352552831172943 2:0.9025673270225525 3:5.714930534362793 4:11.34716796875
2 qid:101305 1:3.1523621678352356 2:0.8392950296401978 3:6.399721622467041 4:11.730587601661682
1 qid:101306 1:3.9762837886810303 2:0.8871158957481384 3:1.5776203870773315 4:6.156344890594482
2 qid:101306 1:2.8386280834674835 2:0.6526437401771545 3:1.30336332321167 4:4.609832465648651
1 qid:101306 1:2.112032413482666 2:0.4978938102722168 3:0.4866275489330292 4:2.234249860048294
1 qid:101306 1:2.7427723705768585 2:0.6994374394416809 3:1.2835873365402222 4:4.378462195396423
1 qid:101307 1:3.263869047164917 2:0.7380203008651733 3:1.5868624448776245 4:7.309254288673401
1 qid:101307 1:3.8311678171157837 2:0.7951353192329407 3:1.671378493309021 4:7.698543906211853
1 qid:101307 1:3.917237877845764 2:0.8323756456375122 3:1.7595319747924805 4:7.916298747062683
2 qid:101307 1:3.448309302330017 2:0.7737438082695007 3:1.5847320556640625 4:7.299441456794739
1 qid:101308 1:3.64851576089859 2:0.7561383843421936 3:1.2371861934661865 4:5.3688711524009705
1 qid:101308 1:3.4284384846687317 2:0.7360630035400391 3:1.3256105184555054 4:5.745029330253601
1 qid:101308 1:3.4599907398223877 2:0.7535431385040283 3:1.461586356163025 4:5.528364956378937
2 qid:101308 1:4.956457674503326 2:1.0771409273147583 3:1.2889665365219116 4:5.915815949440002
1 qid:101309 1:1.5658915340900421 2:0.3259459137916565 3:0.8240026831626892 4:3.3945387601852417
1 qid:101309 1:2.408032774925232 2:0.5600806474685669 3:0.8766545057296753 4:3.972048580646515
2 qid:101309 1:2.17766797542572 2:0.4725606441497803 3:1.0373483896255493 4:4.273431956768036
1 qid:101309 1:1.746552735567093 2:0.36856767535209656 3:0.7698689699172974 4:3.1715309023857117
1 qid:101310 1:4.110761106014252 2:1.1021144390106201 3:2.060924768447876 4:8.54054045677185
1 qid:101310 1:4.19681704044342 2:1.1251864433288574 3:2.069589853286743 4:8.576448440551758
1 qid:101310 1:4.089498937129974 2:1.0964138507843018 3:2.034357786178589 4:8.53907585144043
2 qid:101310 1:6.591502070426941 2:1.7970024347305298 3:2.9869816303253174 4:13.36312198638916
2 qid:101311 1:4.325021743774414 2:1.024881362915039 3:1.5362420082092285 4:6.885283946990967
1 qid:101311 1:3.0793524384498596 2:0.7167848944664001 3:1.5107920169830322 4:6.529736876487732
1 qid:101311 1:3.8768031001091003 2:0.8891401290893555 3:1.6482552289962769 4:7.12386155128479
1 qid:101311 1:3.649636745452881 2:0.7530363202095032 3:1.4160476922988892 4:6.364113807678223
1 qid:101312 1:1.267222285270691 2:0.43155837059020996 3:0.5388923287391663 4:2.22959902882576
1 qid:101312 1:1.6000269949436188 2:0.4463671147823334 3:0.5501331686973572 4:2.385370433330536
2 qid:101312 1:0.8525572270154953 2:0.18743419647216797 3:0.3817268908023834 4:1.6173090040683746
1 qid:101312 1:0.8772487044334412 2:0.17786118388175964 3:0.28769615292549133 4:1.3136834353208542
1 qid:101313 1:8.508535504341125 2:1.9504469633102417 3:2.5601470470428467 4:9.958712100982666
1 qid:101313 1:7.5743643045425415 2:1.7363029718399048 3:2.266356945037842 4:8.815898537635803
2 qid:101313 1:10.140300989151001 2:2.3950955867767334 3:2.6554508209228516 4:10.93227756023407
1 qid:101313 1:8.336305022239685 2:1.910965919494629 3:2.528000831604004 4:9.833666324615479
2 qid:101314 1:2.6310135424137115 2:0.7528875470161438 3:1.4660717248916626 4:4.462261199951172
1 qid:101314 1:1.2848005145788193 2:0.2620471119880676 3:0.6457998752593994 4:2.729872614145279
1 qid:101314 1:0.8697271347045898 2:0.2257898598909378 3:0.4496566951274872 4:2.2270942628383636
1 qid:101314 1:1.1884125769138336 2:0.2830035090446472 3:0.5305807590484619 4:2.206977069377899
1 qid:101315 1:3.2038747668266296 2:0.6759854555130005 3:1.1856510639190674 4:5.186631560325623
1 qid:101315 1:2.9255213737487793 2:0.6750108003616333 3:1.0320504903793335 4:4.479164958000183
1 qid:101315 1:3.340631663799286 2:0.7214230895042419 3:1.1941534280776978 4:5.212164342403412
2 qid:101315 1:4.186469316482544 2:0.9742456078529358 3:1.6275814771652222 4:7.0465580224990845
1 qid:101316 1:2.813934862613678 2:0.6109596490859985 3:1.587100863456726 4:7.115797996520996
1 qid:101316 1:3.066775679588318 2:0.7349103689193726 3:1.6107919216156006 4:7.030585050582886
1 qid:101316 1:3.207924485206604 2:0.7632431387901306 3:1.6453253030776978 4:6.714972734451294
2 qid:101316 1:2.8301446437835693 2:0.6274673342704773 3:1.585256814956665 4:7.391998052597046
1 qid:101317 1:2.15616974234581 2:0.48946553468704224 3:0.6874557733535767 4:2.6792155504226685
1 qid:101317 1:2.9363051652908325 2:0.6706194281578064 3:0.5999211668968201 4:2.812128186225891
2 qid:101317 1:2.6238691210746765 2:0.5773029327392578 3:0.5446345806121826 4:2.4962243735790253
1 qid:101317 1:2.5194370448589325 2:0.529556930065155 3:0.6982245445251465 4:2.8626468777656555
1 qid:101318 1:1.6466387510299683 2:0.3435579240322113 3:1.7167116403579712 4:5.997915029525757
1 qid:101318 1:2.5401005148887634 2:0.6060706973075867 3:1.8265749216079712 4:6.381759524345398
1 qid:101318 1:2.7835437655448914 2:0.6261893510818481 3:1.6616699695587158 4:7.434305191040039
2 qid:101318 1:3.429416000843048 2:0.8006337881088257 3:1.7569847106933594 4:8.446211218833923
2 qid:101319 1:3.3779720067977905 2:0.8384883403778076 3:1.32289457321167 4:5.673471927642822
1 qid:101319 1:3.3779720067977905 2:0.8384883403778076 3:1.32289457321167 4:5.673471927642822
1 qid:101319 1:3.2659276127815247 2:0.7323390245437622 3:1.312855839729309 4:5.668084621429443
1 qid:101319 1:2.4270219802856445 2:0.5004861950874329 3:1.3428983688354492 4:5.5213154554367065
2 qid:101320 1:6.4541977643966675 2:1.4277801513671875 3:2.7738001346588135 4:12.55691933631897
1 qid:101320 1:4.605799496173859 2:1.0246425867080688 3:2.1650002002716064 4:9.145342588424683
1 qid:101320 1:5.977866768836975 2:1.2146557569503784 3:2.210014820098877 4:10.178380250930786
1 qid:101320 1:4.841070771217346 2:1.0584458112716675 3:2.010895013809204 4:8.494375944137573
1 qid:101321 1:2.7251667976379395 2:0.6184776425361633 3:1.0215638875961304 4:3.5421953201293945
1 qid:101321 1:2.125336766242981 2:0.49262067675590515 3:1.010105848312378 4:3.257148712873459
2 qid:101321 1:2.331683099269867 2:0.5832670331001282 3:1.0052512884140015 4:3.1548276245594025
1 qid:101321 1:2.0713922679424286 2:0.5358728766441345 3:1.0055348873138428 4:2.9795172810554504
1 qid:101322 1:3.551485300064087 2:0.8758273720741272 3:1.4917988777160645 4:6.733196258544922
1 qid:101322 1:3.0318641662597656 2:0.7819374203681946 3:1.3462471961975098 4:5.932755827903748
2 qid:101322 1:2.9536686539649963 2:0.6006268858909607 3:1.4680755138397217 4:6.37485659122467
1 qid:101322 1:2.767571300268173 2:0.6308460831642151 3:1.2743128538131714 4:5.8646334409713745
2 qid:101323 1:2.6966426968574524 2:0.5615153908729553 3:1.4049793481826782 4:4.992527723312378
1 qid:101323 1:2.238516092300415 2:0.524405300617218 3:0.829616129398346 4:3.6104549765586853
1 qid:101323 1:2.6544226109981537 2:0.7110644578933716 3:2.0793540477752686 4:5.786385715007782
1 qid:101323 1:2.396165043115616 2:0.5207726955413818 3:0.9383570551872253 4:4.320865571498871
1 qid:101324 1:2.106114625930786 2:0.5293315052986145 3:0.8893811702728271 4:3.2117472887039185
1 qid:101324 1:2.179217964410782 2:0.5378254652023315 3:0.9000539183616638 4:3.2502889037132263
2 qid:101324 1:2.0022870302200317 2:0.5141753554344177 3:0.8733600974082947 4:3.1538918018341064
1 qid:101324 1:2.381701111793518 2:0.6111938953399658 3:0.9028750658035278 4:3.2604767084121704
1 qid:101325 1:1.65350341796875 2:0.36108556389808655 3:0.9621466398239136 4:3.230561912059784
1 qid:101325 1:1.4120903611183167 2:0.28241807222366333 3:0.4888662099838257 4:2.1656808257102966
1 qid:101325 1:1.51124507188797 2:0.302249014377594 3:0.5161994099617004 4:2.404527425765991
2 qid:101325 1:1.7757119238376617 2:0.35514238476753235 3:1.2496508359909058 4:3.5453142523765564
1 qid:101326 1:3.7164241671562195 2:0.882858157157898 3:3.7894692420959473 4:9.370888948440552
1 qid:101326 1:3.6731240153312683 2:0.9077288508415222 3:3.460200309753418 4:8.79778265953064
1 qid:101326 1:3.569245159626007 2:0.8467374444007874 3:3.625303268432617 4:8.603954672813416
2 qid:101326 1:3.6517744660377502 2:0.8675001859664917 3:4.9567718505859375 4:9.979040384292603
1 qid:101327 1:3.208211660385132 2:0.7174614667892456 3:1.619708776473999 4:7.659245729446411
1 qid:101327 1:3.208211660385132 2:0.7174614667892456 3:1.619708776473999 4:7.659245729446411
1 qid:101327 1:3.2726592421531677 2:0.7959522604942322 3:1.7135789394378662 4:7.233306050300598
2 qid:101327 1:3.208211660385132 2:0.7174614667892456 3:1.619708776473999 4:7.659245729446411
